Territorio;Medida;Valor;
Larva;Confirmados PDIA 7 días;0;
Larva;Tasa PDIA 7 dias;0;
Larva;Total Confirmados ;55;
Larva;Curados;53;
Larva;Fallecidos;1;
Lupión;Confirmados PDIA;111;
Lupión;Confirmados PDIA 14 días;0;
Lupión;Tasa PDIA 14 días;0;
Lupión;Confirmados PDIA 7 días;0;
Lupión;Tasa PDIA 7 dias;0;
Lupión;Total Confirmados ;111;
Lupión;Curados;107;
Lupión;Fallecidos;2;
Orcera;Confirmados PDIA;438;
Orcera;Confirmados PDIA 14 días;0;
Orcera;Tasa PDIA 14 días;0;
Orcera;Confirmados PDIA 7 días;0;
Orcera;Tasa PDIA 7 dias;0;
Orcera;Total Confirmados ;439;
Orcera;Curados;433;
Orcera;Fallecidos;6;
Peal de Becerro;Confirmados PDIA;712;
Peal de Becerro;Confirmados PDIA 14 días;0;
Peal de Becerro;Tasa PDIA 14 días;0;
Peal de Becerro;Confirmados PDIA 7 días;0;
Peal de Becerro;Tasa PDIA 7 dias;0;
Peal de Becerro;Total Confirmados ;713;
Peal de Becerro;Curados;687;
Peal de Becerro;Fallecidos;11;
Pozo Alcón;Confirmados PDIA;1070;
Pozo Alcón;Confirmados PDIA 14 días;0;
Pozo Alcón;Tasa PDIA 14 días;0;
Pozo Alcón;Confirmados PDIA 7 días;0;
Pozo Alcón;Tasa PDIA 7 dias;0;
Pozo Alcón;Total Confirmados ;1071;
Pozo Alcón;Curados;1054;
Pozo Alcón;Fallecidos;11;
Puente de Génave;Confirmados PDIA;319;
Puente de Génave;Confirmados PDIA 14 días;0;
Puente de Génave;Tasa PDIA 14 días;0;
Puente de Génave;Confirmados PDIA 7 días;0;
Puente de Génave;Tasa PDIA 7 dias;0;
Puente de Génave;Total Confirmados ;320;
Puente de Génave;Curados;315;
Puente de Génave;Fallecidos;2;
Puerta de Segura (La);Confirmados PDIA;400;
Puerta de Segura (La);Confirmados PDIA 14 días;0;
Puerta de Segura (La);Tasa PDIA 14 días;0;
Puerta de Segura (La);Confirmados PDIA 7 días;0;
Puerta de Segura (La);Tasa PDIA 7 dias;0;
Puerta de Segura (La);Total Confirmados ;401;
Puerta de Segura (La);Curados;388;
Puerta de Segura (La);Fallecidos;7;
Quesada;Confirmados PDIA;881;
Quesada;Confirmados PDIA 14 días;0;
Quesada;Tasa PDIA 14 días;0;
Quesada;Confirmados PDIA 7 días;0;
Quesada;Tasa PDIA 7 dias;0;
Quesada;Total Confirmados ;882;
Quesada;Curados;852;
Quesada;Fallecidos;14;
Rus;Confirmados PDIA;406;
Rus;Confirmados PDIA 14 días;0;
Rus;Tasa PDIA 14 días;0;
Rus;Confirmados PDIA 7 días;0;
Rus;Tasa PDIA 7 dias;0;
Rus;Total Confirmados ;408;
Rus;Curados;399;
Rus;Fallecidos;5;
Sabiote;Confirmados PDIA;738;
Sabiote;Confirmados PDIA 14 días;0;
Sabiote;Tasa PDIA 14 días;0;
Sabiote;Confirmados PDIA 7 días;0;
Sabiote;Tasa PDIA 7 dias;0;
Sabiote;Total Confirmados ;740;
Sabiote;Curados;721;
Sabiote;Fallecidos;10;
Santiago-Pontones;Confirmados PDIA;387;
Santiago-Pontones;Confirmados PDIA 14 días;0;
Santiago-Pontones;Tasa PDIA 14 días;0;
Santiago-Pontones;Confirmados PDIA 7 días;0;
Santiago-Pontones;Tasa PDIA 7 dias;0;
Santiago-Pontones;Total Confirmados ;390;
Santiago-Pontones;Curados;381;
Santiago-Pontones;Fallecidos;7;
Santo Tomé;Confirmados PDIA;335;
Santo Tomé;Confirmados PDIA 14 días;0;
Santo Tomé;Tasa PDIA 14 días;0;
Santo Tomé;Confirmados PDIA 7 días;0;
Santo Tomé;Tasa PDIA 7 dias;0;
Santo Tomé;Total Confirmados ;349;
Santo Tomé;Curados;338;
Santo Tomé;Fallecidos;11;
Segura de la Sierra;Confirmados PDIA;364;
Segura de la Sierra;Confirmados PDIA 14 días;0;
Segura de la Sierra;Tasa PDIA 14 días;0;
Segura de la Sierra;Confirmados PDIA 7 días;0;
Segura de la Sierra;Tasa PDIA 7 dias;0;
Segura de la Sierra;Total Confirmados ;364;
Segura de la Sierra;Curados;356;
Segura de la Sierra;Fallecidos;5;
Siles;Confirmados PDIA;300;
Siles;Confirmados PDIA 14 días;0;
Siles;Tasa PDIA 14 días;0;
Siles;Confirmados PDIA 7 días;0;
Siles;Tasa PDIA 7 dias;0;
Siles;Total Confirmados ;300;
Siles;Curados;296;
Siles;Fallecidos;3;
Torreperogil;Confirmados PDIA;1352;
Torreperogil;Confirmados PDIA 14 días;0;
Torreperogil;Tasa PDIA 14 días;0;
Torreperogil;Confirmados PDIA 7 días;0;
Torreperogil;Tasa PDIA 7 dias;0;
Torreperogil;Total Confirmados ;1358;
Torreperogil;Curados;1332;
Torreperogil;Fallecidos;19;
Torres de Albánchez;Confirmados PDIA;111;
Torres de Albánchez;Confirmados PDIA 14 días;0;
Torres de Albánchez;Tasa PDIA 14 días;0;
Torres de Albánchez;Confirmados PDIA 7 días;0;
Torres de Albánchez;Tasa PDIA 7 dias;0;
Torres de Albánchez;Total Confirmados ;111;
Torres de Albánchez;Curados;111;
Torres de Albánchez;Fallecidos;0;
Úbeda;Confirmados PDIA;5234;
Úbeda;Confirmados PDIA 14 días;0;
Úbeda;Tasa PDIA 14 días;0;
Úbeda;Confirmados PDIA 7 días;0;
Úbeda;Tasa PDIA 7 dias;0;
Úbeda;Total Confirmados ;5271;
Úbeda;Curados;5159;
Úbeda;Fallecidos;46;
Villacarrillo;Confirmados PDIA;2215;
Villacarrillo;Confirmados PDIA 14 días;0;
Villacarrillo;Tasa PDIA 14 días;0;
Villacarrillo;Confirmados PDIA 7 días;0;
Villacarrillo;Tasa PDIA 7 dias;0;
Villacarrillo;Total Confirmados ;2222;
Villacarrillo;Curados;2177;
Villacarrillo;Fallecidos;23;
Villanueva del Arzobispo;Confirmados PDIA;1468;
Villanueva del Arzobispo;Confirmados PDIA 14 días;0;
Villanueva del Arzobispo;Tasa PDIA 14 días;0;
Villanueva del Arzobispo;Confirmados PDIA 7 días;0;
Villanueva del Arzobispo;Tasa PDIA 7 dias;0;
Villanueva del Arzobispo;Total Confirmados ;1468;
Villanueva del Arzobispo;Curados;1440;
Villanueva del Arzobispo;Fallecidos;11;
Villarrodrigo;Confirmados PDIA;63;
Villarrodrigo;Confirmados PDIA 14 días;0;
Villarrodrigo;Tasa PDIA 14 días;0;
Villarrodrigo;Confirmados PDIA 7 días;0;
Villarrodrigo;Tasa PDIA 7 dias;0;
Villarrodrigo;Total Confirmados ;63;
Villarrodrigo;Curados;61;
Villarrodrigo;Fallecidos;1;
Municipio de Jaén sin especificar;Confirmados PDIA;161;
Municipio de Jaén sin especificar;Confirmados PDIA 14 días;0;
Municipio de Jaén sin especificar;Tasa PDIA 14 días;0;
Municipio de Jaén sin especificar;Confirmados PDIA 7 días;0;
Municipio de Jaén sin especificar;Tasa PDIA 7 dias;0;
Municipio de Jaén sin especificar;Total Confirmados ;161;
Municipio de Jaén sin especificar;Curados;154;
Municipio de Jaén sin especificar;Fallecidos;1;

          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
     
